   ,CHANGED,INTERNAL CODE,ENGLISH,ENGLISH HEALTH,ENGLISH PERSONNEL,NETHERLANDS,NL HEALTH,NL PERSONNEL,NORWEGIAN,NOR HEALTH,NOR PERSONNEL,SWEDISH,SWE HEALTH,SWE PERSONNEL,KINESISK,KIN HELSE,KIN PERSONELL,DEBUG,DEBUG HEALTH,DEBUG PERSONELL,GERMAN,GERMAN HEALTH,GERMAN PERSONELL,,
,,findit.rule.description.indoorLocation.in,Alarm when the asset enters prohibited indoor location,Alarm when the patient is inside prohibited zone ,Alarm when the person is inside permitted indoor location,Alarmeert wanneer het object buiten het toegestane gebied komt,Alarmeert wanneer de patient buiten het toegestane gebied komt,Alarmeert wanneer de persoon buiten het toegestane gebied komt,Alarm når en eiendel er innenfor tillatt innendørslokasjon,Alarm når pasienten er innenfor tillatt innendørslokasjon.,Alarm når personen er innenfor tillatt innendørssone ,Larm när ett föremål är utanför tillåten zon,Larm när en patient är utanför tillåten zon,Larm när en person är utanför tillåten zon,在允许区域外时的警报,,,559,,,"Alarmiert, wenn das Objekt das zugelassene Gebiet verlässt",,,,
,,findit.rule.activation.indoorLocation.in,"To activate this rule, specify the controlled indoor location. ","To activate this rule the controlled indoor location, the patient group and the time delay must be specified. ","To activate this rule the indoor location, the personnel group and the time delay must be specified. ","Om deze regel te activeren, geeft u de geofence zone aan.","Als u deze regel activeren van de geofenced zone, moet de patient groep en de vertraging worden gespecificeerd.","Als u deze regel activeren van de geofenced zone, moet de personeel groep en de vertraging worden gespecificeerd.",For å aktivere denne regelen må det spesifiseres den innendørssonen som skal overvåkes.,"For å aktivere denne regelen må det spesifiseres den innendørslokasjonen som skal overvåkes og hvilken pasientgruppe dette gjelder, samt tiden en eiendel må være innenfor lokasjonen før alarmen aktiveres.","For å aktivere denne regelen må det spesifiseres den innendørslokasjonen som skal overvåkes og hvilken personellgruppe dette gjelder,  samt tiden personellet må være innenfor lokasjonen før alarmen aktiveres.",För att aktivera denna regeln måste det specificeras vilken zon som skall övervakas,För att aktivera denna regeln måste det specificeras vilken zon som skall övervakas och vilken patientgrupp detta gäller,För att aktivera denna regeln måste det specificeras vilken insom skall övervakas och vilken persongrupp detta gäller,要激活这个规则，制定地理围栏的区域。,,,560,,,"Um diese Regel zu aktivieren, geben Sie die zugelassene Zone an.",,,,
,,findit.label.rules.activate.key.location,Indoor Location,,,,,,Innendørslokasjon,,,,,,,,,561,,,,,,,
,,,,,,,,,,,,,,,,,,562,,,,,,,
,,Gneric Rule: device_digital_input,,,,,,,,,,,,,,,,563,,,,,,,
,,findit.rule.title.device_digital_input,Digital device inputs,,,,,,Digitale innganger,,,,,,,,,564,,,,,,,
,,findit.rule.description.device_digital_input,Rule for management of events from digital I/O on the device,,,,,,Regel for handtering av endringer for digital innganger tilknyttet en enhet,,,,,,,,,565,,,,,,,
,,findit.rule.activation.device_digital_input,Choose the input source to the event,,,,,,Velg hvilken inngang på enheten hendelsen er knyttet og om endringen er på eller  av,,,,,,,,,566,,,,,,,
,,findit.label.rules.activate.key.input_no,Choose input number,,,,,,Velg digital inngang,,,,,,,,,567,,,,,,,
,,findit.label.rules.activate.key.input_no.any,Any input,,,,,,Hvilken som helst,,,,,,,,,568,,,,,,,
,,findit.label.rules.activate.key.input_no.0,Input 0,,,,,,Inngang 0,,,,,,,,,569,,,,,,,
,,findit.label.rules.activate.key.input_no.1,Input 1,,,,,,Inngang 1,,,,,,,,,570,,,,,,,
,,findit.label.rules.activate.key.input_no.2,Input 2,,,,,,Inngang 2,,,,,,,,,571,,,,,,,
,,findit.label.rules.activate.key.input_no.3,Input 3,,,,,,Inngang 3,,,,,,,,,572,,,,,,,
,,findit.label.rules.activate.key.input_no.4,Input 4,,,,,,Inngang 4,,,,,,,,,573,,,,,,,
,,findit.label.rules.activate.key.input_no.5,Input 5,,,,,,Inngang 5,,,,,,,,,574,,,,,,,
,,findit.label.rules.activate.key.input_no.6,Input 6,,,,,,Inngang 6,,,,,,,,,575,,,,,,,
,,findit.label.rules.activate.key.input_no.7,Input 7,,,,,,Inngang 7,,,,,,,,,576,,,,,,,
,,findit.label.rules.activate.key.input_no.8,Input 8,,,,,,Inngang 8,,,,,,,,,577,,,,,,,
,,findit.label.rules.activate.key.input_no.9,Input 9,,,,,,Inngang 9,,,,,,,,,578,,,,,,,
,,findit.label.rules.activate.key.input_value,Choose the new input state,,,,,,Velg ny inngangsverdi,,,,,,,,,579,,,,,,,
,,findit.label.rules.activate.key.input_value.1,Input on (1),,,,,,Inngang på (1),,,,,,,,,580,,,,,,,
,,findit.label.rules.activate.key.input_value.0,Input off (0),,,,,,Inngang av (0),,,,,,,,,581,,,,,,,
,,,,,,,,,,,,,,,,,,582,,,,,,,
,,findit.rule.title.ack_every_hour,Auto Acknowledge every hour,,,,,,Autokvittering,,,,,,,,,583,,,,,,,
,,findit.rule.description.ack_every_hour,This rule auto acknowledges alarms at specifed intervals,,,,,,Denne regelen autokvitterer alarmer ved angitt tidsintervall,,,,,,,,,584,,,,,,,
,,findit.rule.activation.ack_every_hour,"To activate, specify parameters",,,,,,"For å aktivere, spesifiser parametere",,,,,,,,,585,,,,,,,
,,findit.label.rules.activate.key.howoften,Period (ms),,,,,,Periode (ms),,,,,,,,,586,,,,,,,
,,findit.label.rules.activate.key.userwhoacks,User,,,,,,Bruker,,,,,,,,,587,,,,,,,
,,findit.label.rules.activate.key.ackmessage,Ack message,,,,,,Kvitteringsmelding,,,,,,,,,588,,,,,,,
,,findit.label.rules.activate.key.prefix,Prefix,,,,,,Prefiks,,,,,,,,,589,,,,,,,
,,,,,,,,,,,,,,,,,,590,,,,,,,
,,findit.rule.title.ParameterOverThreshold,Paramter value over Threshold,,,,,,Parameterverdi over grenseverdi,,,,,,,,,591,,,,,,,
,,findit.rule.description.ParameterOverThreshold,This rule fires if the selected parameter is over specified threshold.,,,,,,Denne regelen triger hvis den spesifiserte parameteren er over spesifisert grenseverdi.,,,,,,,,,592,,,,,,,
,,findit.rule.activation.ParameterOverThreshold,"Specify parameter, threshold value and the minimum time interval.",,,,,,"Spesifier parameter, grenseverdi og minimums tidsintervall.",,,,,,,,,593,,,,,,,
,,findit.label.rules.activate.key.parameter,Parameter,,,,,,Parameter,,,,,,,,,594,,,,,,,
,,findit.label.rules.activate.key.parameter_limit,Threshold,,,,,,Grenseverdi,,,,,,,,,595,,,,,,,
,,findit.label.rules.activate.key.parameter_limit_interval_minutes,Min interval (min),,,,,,Min intervall (min),,,,,,,,,596,,,,,,,
,,findit.label.rules.activate.key.parameter.health.bloodGlucose,Glucose (mmol/l),,,,,,Glukose (mmol/l),,,,,,,,,597,,,,,,,
,,findit.label.rules.activate.key.parameter.health.pulseRate,Heart rate (bpm),,,,,,Hjertefrekvens (bpm),,,,,,,,,598,,,,,,,
,,findit.label.rules.activate.key.parameter.health.pressure.systolic,Systolic pressure (mmHg),,,,,,Systolisk trykk (mmHg),,,,,,,,,599,,,,,,,
,,findit.label.rules.activate.key.parameter.health.pressure.diastolic,Diastolic pressure (mmHg),,,,,,Diastolisk trykk (mmHg),,,,,,,,,600,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.title.dosesystem_medicine_reminder_alerts,Dosesystem Medicine Alerts,,,,,,Dosesystem Medisinpåminner,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.username_who_ack,Acknowledgement user,,,,,,Kvitteringsbruker,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,601,,,,,,,
,,findit.rule.title.axis_motion,Axis motion ,,,,,,Axis bevegelse,,,,,,,,,,,,,,,,
,,findit.rule.description.axis_motion,This rules triggers on  motion from axis cameras,,,,,,Denne regelen trigger på bevegelse fra Axis kamera,,,,,,,,,,,,,,,,
,,findit.rule.activation.axis_motion,"To activate rule, specify the motion profile",,,,,,"For å aktiverer regelen, spesifiser bevegelsesprofilen",,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.motionevent,Motion Profile,,,,,,Bevegelsesprofil ,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.motionevent.Camera1Profile1,Profile1,,,,,,Profil1,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.motionevent.Camera1Profile2,Profile2,,,,,,Profil2,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.motionevent.Camera1Profile3,Profile3,,,,,,Profil3,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.motionevent.Camera1Profile4,Profile4,,,,,,Profil4,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.motionevent.Camera1Profile5,Profile5,,,,,,Profil5,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.motionevent.Camera1Profile6,Profile6,,,,,,Profil6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.title.axis_motion_on_monitored,Axis motion with monitor,,,,,,Axis bevegelse med monitor,,,,,,,,,,,,,,,,
,,findit.rule.description.axis_motion_on_monitored,This rules triggers on  motion from axis cameras when sensor is active,,,,,,Denne regelen trigger på bevegelse fra Axis kamera når sensor er aktiv,,,,,,,,,,,,,,,,
,,findit.rule.activation.axis_motion_on_monitored,"To activate rule, specify the motion profile",,,,,,"For å aktiverer regelen, spesifiser bevegelsesprofilen",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.title.axis_motion_disable,Disable Axis motion detection,,,,,,Slå av Axis bevegelsedeteksjon,,,,,,,,,,,,,,,,
,,findit.rule.description.axis_motion_disable,This rule disables Axis motion detection at a specified time every day,,,,,,Denne regelen slår av Axis bevegelsesdeteksjon på et spesifiert tidspunkt hver dag.,,,,,,,,,,,,,,,,
,,findit.rule.activation.axis_motion_disable,Specify time to disable motion detection,,,,,,Spesifiser tiden for å slå av bevegelsesdeteksjon,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.disable_time_minutes,Minutes (0 - 59),,,,,,Minutter (0 - 59),,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.disable_time_hours,Hours (0 - 23),,,,,,Timer (0 - 23),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,602,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.title.digtil_event_alarm,Digtil event detection,,,,,,Digitalt tilsyn hendelsedeteksjon,,,,,,,,,,,,,,,,
,,findit.rule.description.digtil_event_alarm,This rule raises alarms from simple events produced from sensors used with remote supervision,,,,,,Denne regelen slår alarm basert på hendelser som kommer fra utsyr brukt i Digitalt tilsyn,,,,,,,,,,,,,,,,
,,findit.rule.activation.digtil_event_alarm,"Configure this rule by specifying event signal, alarm message and alarm text",,,,,,"Konfigurer denne regelen ved å spesifisere signal fra hendelse, alarmmelding og alarmtekst.",,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarm_txt,Alarm text,,,,,,Alarmtekst,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal,Event signal,,,,,,Hendelsesignal,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarm_msg,Alarm message,,,,,,Alarmmelding,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.bedAlarm,Bed alarm,,,,,,Sengealarm,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.fall,Fall alarm,,,,,,Fallalarm,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.sitInBed,Sit in bed alarm,,,,,,Sitte i seng alarm,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.doorOpened,Door opened alarm,,,,,,Døralarm,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.padAlarm,Pad alarm,,,,,,Teppealarm,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.exitRoom,Exit room,,,,,,Forlate rom,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.enterRoom,Enter room,,,,,,Ankomme rom,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.buttonPressed,Button pressed,,,,,,Knap trykket,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.audioAlarm,Audio alarm,,,,,,Lydalarm,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmsignal.motion,Motion alarm,,,,,,Bevegelsealarm,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.title.exit_area,Digtil leave location,,,,,,Digitalt tilsyn forlat område,,,,,,,,,,,,,,,,
,,findit.rule.description.exit_area,This rule raises alarm from event signals that trigger and cancel. A delay can be specified to set the delay of the alarm. ,,,,,,Denne regelen slår alarm basert på hendelser som trigger og kansellerer. En forsinkelse kan spesifiseres for å forsinke alarmen.,,,,,,,,,,,,,,,,
,,findit.rule.activation.exit_area,"Configure this rule by specifying event signal, alarm message and alarm text, alarm area and delay.",,,,,,"Konfigurer denne regelen ved å spesifisere signal fra hendelse, alarmmelding og alarmtekst, område og forsinkelse.",,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.area,Area,,,,,,Område,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.area.Bed,Bed area,,,,,,Sengeområde,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.area.Room,Room area,,,,,,Romområde,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.title.presence_away,Digtil auto set presence away,,,,,,Digitalt tilsyn automatisk tilstedeværelse borte,,,,,,,,,,,,,,,,
,,findit.rule.description.presence_away,This rule automatically sets the presence flag to away on a person when activated,,,,,,Denne regelen setter presence flagget til borte på en person når den kjører.,,,,,,,,,,,,,,,,
,,findit.rule.activation.presence_away,"Configure this rule by specifying a 1 minute time range at the time when presence shall be set to away, e.g. 08:00 - 08:01.",,,,,,"Konfigurer denne regelen ved å spesifisere et tiderom på 1 min på den tiden når presence flagget skal settes til borte, f.eks. 08:00-08:01.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stanley specific rules,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.description.stanley_emergency,Emergency rule with predefined alarm generation. It sends alarms to Stanley Alarm Center. It can be used both for XGuard alarm app and Twig,,,,,,Genererer panikkalarmer til Stanley alarmsenter. Den kan brukes både for Twig og XGuard.,,,,,,,,,,,,,,,,
,,findit.rule.title.stanley_emergency,Stanley - Emergency Alarm Rule,,,,,,Stanley panikk alarmregel ,,,,,,,,,,,,,,,,
,,findit.rule.title.send_display_command,Stanley - Group Alarming - Depricated ,,,,,,Stanley gruppevarsling - utgått,,,,,,,,,,,,,,,,
,,findit.rule.description.send_display_command,Sends an alarm to the device connected to persones that are members of the same group as the alarm giver,,,,,,Sender en alarmvarsling til alle personene som tilhører samme gruppe som personen som utløste alarmen,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarm_type,Alarm Type Code -XGuard Alarm App,,,,,,Alarm nivå,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarm_type.PA02,PA02,,,,,,,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarm_type.PA04,PA04,,,,,,,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarm_type.PA05,PA05,,,,,,,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarm_type.PA08,PA08,,,,,,,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmlevel,Alarm Level,,,,,,Alarm nivå,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmlevel.red,Red,,,,,,,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmlevel.orange,Orange,,,,,,,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.alarmlevel.green,Green,,,,,,,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.message,Message,,,,,,Melding,,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.title,Title,,,,,,Tittel,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.title.assistance_alarm,Assistance alarm - Bærum CAD center,,,,,,Assistansealarm - Bærum CAD senter,,,,,,,,,,,,,,,,
,,findit.rule.description.assistance_alarm,This rule sends assistance info to a group of workers. The the name of the group has to configured in the rule setup. It may restrict which persons (type) that this rule will trigger for. In the Bærum CAD Case is this of type Room. ,,,,,,"Denne regelen sender assistansealarmer til alle medlemmer av en spesifikk gruppe. Navnet på denne gruppa må spesifiseres ved konfig av regelen. Regelern kan avgrenses til spesielle grupper, typer eller personer når regelen konfigureres",,,,,,,,,,,,,,,,
,,findit.label.rules.activate.key.group_name,The name of the assistance group,,,,,,Navnet på mottaker gruppe,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.title.personnel _safety_assistance_alarm,Personnel Assistance Alarm,,,,,,Assistansealarm for personell,,,,,,,,,,,,,,,,
,,findit.rule.description.personnel _safety_assistance_alarm,Sends assistance alarm to persones that belongs to the same group. ,,,,,,Sender alarm om assistanse til medlemmer av samme gruppe,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.rule.title.group_personnel_alarm,Personnel Emerging Group Alerting ,,,,,,Gruppevarsling av panikkalarmer for personell,,,,,,,,,,,,,,,,
,,findit.rule.description.group_personnel_alarm,The personnel that belongs to same group as the personell that raised an alarm receiv a message on the their device. The device can be both X-Guard Alarm App and Twig device.,,,,,,"Personell som tilhører samme gruppe som den som utløser en alarm, vil få en varsling på den enheten de bruker. Dette virker både for Twig og X-Guard Alarm App.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,findit.device.twig_stanley.name,Twig - Stanley,,,,,,,,,,,,,,,,,,,,,,
,,findit.device.twig_stanley.description,Twig is professional device for personnel safety ,,,,,,,,,,,,,,,,,,,,,,
,,findit.device.twig_stanley.setup,Name can be any name. MSISDN is a valid phone number. Select a device profile defined for current use.,,,,,,,,,,,,,,,,,,,,,,
,,findit.package.stanley,Stanley,,,,,,,,,,,,,,,,,,,,,,
,,findit.package.stanley_customer,Stanley customer,,,,,,,,,,,,,,,,,,,,,,
151,3/9/2012,,DEVICES,,,APPARATEN,,,,,,,,,设备,,,603,,,GERÄTE,,,,
